StudyTimeWeekly,Absences,Tutoring,ParentalSupport,EngagementIndex,AttendanceRate,GradeClass
1.6592472894296348,-0.40340455171579664,1.4689456826035863,0.7458507005968178,-0.05999722685893639,0.40340455171579453,2.0
-1.1311844045237538,-1.0135128283851529,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,1.0135128283851496,2.0
0.3436888325309029,-0.03733958571418291,1.4689456826035863,-1.0395795383318551,-0.05999722685893639,0.03733958571417966,3.0
1.3373976284005007,0.5727686909551734,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-0.5727686909551754,3.0
0.5909961812955936,-0.28138289638192543,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,0.2813828963819229,3.0
1.0911329243885919,-1.0135128283851529,1.4689456826035863,-0.14686441886751864,1.1272812290940142,1.0135128283851496,1.0
1.435031620023166,1.0608553122906583,1.4689456826035863,1.6385658200611544,-0.05999722685893639,-1.0608553122906619,4.0
0.34870640861705715,0.8168120016229159,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,-0.8168120016229186,4.0
-1.6494900249230817,-1.1355344837190242,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,1.135534483719021,1.0
-0.20534966234064703,0.08468206961968834,1.4689456826035863,0.7458507005968178,-0.05999722685893639,-0.08468206961968884,3.0
-0.728668182391271,0.08468206961968834,1.4689456826035863,-0.14686441886751864,-0.05999722685893639,-0.08468206961968884,2.0
0.5984095067380982,1.5489419336261434,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-1.5489419336261452,4.0
-0.9730747944187985,-1.1355344837190242,1.4689456826035863,-0.14686441886751864,-0.05999722685893639,1.135534483719021,1.0
-0.788315609004902,1.1828769676245297,1.4689456826035863,0.7458507005968178,-1.247275682811887,-1.1828769676245334,4.0
1.0917699846203865,1.3048986229584008,1.4689456826035863,0.7458507005968178,2.3145596850469645,-1.3048986229584019,4.0
1.40561802694255,-0.7694695177174105,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,0.7694695177174093,1.0
-0.04399394856497353,-0.6474478623835391,1.4689456826035863,0.7458507005968178,2.3145596850469645,0.6474478623835378,1.0
-1.5955616554790768,-1.1355344837190242,1.4689456826035863,0.7458507005968178,-0.05999722685893639,1.135534483719021,2.0
0.3135750608967219,0.08468206961968834,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-0.08468206961968884,3.0
-0.48209207953621025,-1.501599449720638,-0.6807603656437327,-0.14686441886751864,2.3145596850469645,1.501599449720636,0.0
0.3379432170413549,-1.0135128283851529,1.4689456826035863,-0.14686441886751864,-1.247275682811887,1.0135128283851496,1.0
-1.4266832276906165,-0.5254262070496679,1.4689456826035863,-0.14686441886751864,1.1272812290940142,0.5254262070496661,2.0
1.0927950801833757,-1.1355344837190242,1.4689456826035863,-0.14686441886751864,1.1272812290940142,1.135534483719021,0.0
1.4586111966735997,-1.3795777943867666,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,1.3795777943867644,0.0
0.8028264412924091,-1.1355344837190242,1.4689456826035863,-1.0395795383318551,-1.247275682811887,1.135534483719021,1.0
-0.5278037667562158,1.5489419336261434,1.4689456826035863,-1.0395795383318551,-0.05999722685893639,-1.5489419336261452,4.0
-0.3582937363903251,0.08468206961968834,-0.6807603656437327,-0.14686441886751864,-1.247275682811887,-0.08468206961968884,4.0
1.0492131923078944,-1.0135128283851529,1.4689456826035863,-0.14686441886751864,-0.05999722685893639,1.0135128283851496,0.0
-1.6003236960484608,2.037028554961628,-0.6807603656437327,-1.9322946577961917,-1.247275682811887,-2.0370285549616316,4.0
-1.4594971258424108,-1.0135128283851529,1.4689456826035863,1.6385658200611544,1.1272812290940142,1.0135128283851496,4.0
-0.5252989123613492,1.5489419336261434,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,-1.5489419336261452,4.0
-0.35576815378312365,0.9388336569567871,-0.6807603656437327,0.7458507005968178,-1.247275682811887,-0.9388336569567901,4.0
1.076229197912214,0.08468206961968834,-0.6807603656437327,-1.0395795383318551,-0.05999722685893639,-0.08468206961968884,4.0
-1.3864810522762545,-0.6474478623835391,1.4689456826035863,0.7458507005968178,-0.05999722685893639,0.6474478623835378,2.0
0.7670290077917951,-0.28138289638192543,-0.6807603656437327,1.6385658200611544,2.3145596850469645,0.2813828963819229,1.0
-1.454862056795363,-0.8914911730512817,-0.6807603656437327,0.7458507005968178,-1.247275682811887,0.8914911730512779,2.0
1.3516560227109036,1.426920278292272,-0.6807603656437327,-0.14686441886751864,-1.247275682811887,-1.4269202782922734,4.0
0.12596458773105065,1.9150068996277572,-0.6807603656437327,1.6385658200611544,-0.05999722685893639,-1.91500689962776,0.0
1.2540844214144014,1.3048986229584008,-0.6807603656437327,-1.9322946577961917,1.1272812290940142,-1.3048986229584019,4.0
-0.1816714058223512,-1.1355344837190242,-0.6807603656437327,-1.9322946577961917,-1.247275682811887,1.135534483719021,2.0
0.48266942959862263,-1.501599449720638,1.4689456826035863,0.7458507005968178,-0.05999722685893639,1.501599449720636,0.0
0.6048956166997916,0.2067037249535596,1.4689456826035863,0.7458507005968178,-1.247275682811887,-0.20670372495356046,2.0
0.5636746117296976,-1.0135128283851529,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,1.0135128283851496,1.0
0.23981949690320722,1.9150068996277572,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,-1.91500689962776,2.0
1.6082517478521712,-1.501599449720638,-0.6807603656437327,-1.0395795383318551,1.1272812290940142,1.501599449720636,1.0
-0.19326719012472424,-0.40340455171579664,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,0.40340455171579453,2.0
-1.5449778213288203,0.4507470356213021,1.4689456826035863,0.7458507005968178,-0.05999722685893639,-0.4507470356213037,4.0
-1.6514048281586378,-1.1355344837190242,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,1.135534483719021,2.0
-0.7166552981784342,-0.6474478623835391,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,0.6474478623835378,2.0
-1.4008922005637847,-1.2575561390528953,-0.6807603656437327,-1.0395795383318551,-0.05999722685893639,1.2575561390528927,2.0
0.6292107298231597,-1.3795777943867666,-0.6807603656437327,-0.14686441886751864,-1.247275682811887,1.3795777943867644,1.0
-0.1777453521100925,-0.28138289638192543,1.4689456826035863,-1.0395795383318551,1.1272812290940142,0.2813828963819229,2.0
-1.6529049731574719,-0.15936124104805416,-0.6807603656437327,-0.14686441886751864,-1.247275682811887,0.15936124104805127,4.0
-1.6832589690496869,-0.8914911730512817,-0.6807603656437327,0.7458507005968178,-1.247275682811887,0.8914911730512779,3.0
1.6488369988344849,0.2067037249535596,-0.6807603656437327,0.7458507005968178,-1.247275682811887,-0.20670372495356046,3.0
0.15041632835374477,-1.0135128283851529,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,1.0135128283851496,1.0
1.4379042441161964,-0.40340455171579664,1.4689456826035863,0.7458507005968178,1.1272812290940142,0.40340455171579453,0.0
-0.9972370797260909,-1.501599449720638,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,1.501599449720636,1.0
-0.6059668923722518,-0.03733958571418291,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,0.03733958571417966,3.0
-1.286937388520261,0.2067037249535596,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-0.20670372495356046,3.0
-1.101776550691516,1.3048986229584008,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,-1.3048986229584019,4.0
-0.4973134276717061,-0.40340455171579664,-0.6807603656437327,-1.0395795383318551,1.1272812290940142,0.40340455171579453,3.0
-0.38407562213682006,0.4507470356213021,-0.6807603656437327,-1.9322946577961917,1.1272812290940142,-0.4507470356213037,4.0
-0.2825195752788787,2.037028554961628,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-2.0370285549616316,4.0
-0.20420236577690604,-0.5254262070496679,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,0.5254262070496661,3.0
1.422545162821921,0.2067037249535596,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-0.20670372495356046,3.0
0.13904181901095397,1.3048986229584008,-0.6807603656437327,-1.9322946577961917,-0.05999722685893639,-1.3048986229584019,3.0
0.643202933518484,0.08468206961968834,-0.6807603656437327,-1.9322946577961917,1.1272812290940142,-0.08468206961968884,3.0
0.6848536041415295,0.4507470356213021,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-0.4507470356213037,4.0
-0.28658381427135304,-0.8914911730512817,-0.6807603656437327,-1.0395795383318551,-1.247275682811887,0.8914911730512779,3.0
-0.33935222658318615,-0.5254262070496679,-0.6807603656437327,-1.0395795383318551,1.1272812290940142,0.5254262070496661,3.0
1.282498564948749,1.3048986229584008,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,-1.3048986229584019,4.0
-1.2601057517750327,-0.5254262070496679,-0.6807603656437327,-0.14686441886751864,1.1272812290940142,0.5254262070496661,2.0
0.283975408667603,0.8168120016229159,-0.6807603656437327,-0.14686441886751864,-1.247275682811887,-0.8168120016229186,4.0
-0.6728285795571748,-1.0135128283851529,-0.6807603656437327,-1.0395795383318551,-1.247275682811887,1.0135128283851496,3.0
-1.4194246800774544,-0.8914911730512817,-0.6807603656437327,-1.0395795383318551,1.1272812290940142,0.8914911730512779,3.0
0.7100641096999792,-0.03733958571418291,-0.6807603656437327,-0.14686441886751864,-0.05999722685893639,0.03733958571417966,3.0
0.76353507929885,1.7929852442938858,-0.6807603656437327,-0.14686441886751864,-1.247275682811887,-1.7929852442938883,4.0
-0.9328584907947899,0.9388336569567871,1.4689456826035863,-1.0395795383318551,-0.05999722685893639,-0.9388336569567901,4.0
-0.5858236559245211,-1.2575561390528953,1.4689456826035863,-0.14686441886751864,-0.05999722685893639,1.2575561390528927,1.0
-0.7664223817610238,-1.3795777943867666,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,1.3795777943867644,0.0
0.4025534726260113,0.4507470356213021,-0.6807603656437327,0.7458507005968178,1.1272812290940142,-0.4507470356213037,3.0
0.06284621272125467,0.2067037249535596,-0.6807603656437327,0.7458507005968178,2.3145596850469645,-0.20670372495356046,3.0
-0.5564495002882672,-1.0135128283851529,-0.6807603656437327,-1.9322946577961917,-1.247275682811887,1.0135128283851496,3.0
0.12401158415009166,-0.40340455171579664,-0.6807603656437327,0.7458507005968178,-1.247275682811887,0.40340455171579453,2.0
0.1818726709827326,0.6947903462890446,-0.6807603656437327,-1.9322946577961917,-1.247275682811887,-0.6947903462890469,4.0
0.37932122492166687,-0.7694695177174105,-0.6807603656437327,-1.0395795383318551,-1.247275682811887,0.7694695177174093,3.0
-0.1936707607906785,-1.2575561390528953,-0.6807603656437327,-1.0395795383318551,-1.247275682811887,1.2575561390528927,2.0
1.3426732634571328,-0.28138289638192543,-0.6807603656437327,1.6385658200611544,-0.05999722685893639,0.2813828963819229,3.0
-0.6625118411806877,0.32872538028743087,-0.6807603656437327,0.7458507005968178,-0.05999722685893639,-0.3287253802874352,4.0
